DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESANJA,KAKIIKA,299,76,59,23,30,30,22,18,11,12,18,258,68,50,10,31,33,22,10,7,7,20,O-47-171-3-17-4
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,KAWOLOKOTA R/C P/S,198,44,44,9,26,19,21,8,8,5,14,150,26,35,16,17,13,14,11,9,1,8,O-47-171-3-18-1
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,KAYONZA P/S,452,134,80,42,50,48,27,19,10,13,29,395,106,77,41,52,31,24,14,10,11,29,O-47-171-3-18-2
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,KAYONZA S/C HQTRS,381,85,76,32,44,32,28,21,14,21,28,323,79,61,28,32,44,20,22,7,5,25,O-47-171-3-18-3
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,LUGASA P/S,96,23,19,5,8,10,8,6,11,0,6,86,25,19,7,9,4,2,7,2,3,8,O-47-171-3-18-4
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,KYATO III,280,73,44,17,20,33,23,16,8,15,31,245,76,42,17,25,15,13,11,14,8,24,O-47-171-3-18-5
KAYUNGA,BBALE COUNTY,KAYONZA,NAMALIRI,KYATO II,179,41,30,8,21,11,23,12,10,9,14,155,49,27,18,12,14,5,7,4,5,14,O-47-171-3-18-6
KAYUNGA,BBALE COUNTY,KAYONZA,NAMIZO,KITATAWULUZI (UMEA),323,75,59,30,40,37,23,21,19,7,12,298,74,51,22,27,29,32,18,8,11,26,O-47-171-3-19-1
KAYUNGA,BBALE COUNTY,KAYONZA,NAMIZO,NAMAVUNDU P/S,398,93,80,30,45,30,24,28,25,10,33,362,104,57,28,47,27,25,19,14,8,33,O-47-171-3-19-2
KAYUNGA,BBALE COUNTY,KAYONZA,NAMIZO,BUJWAYA P/S,414,107,68,44,43,46,27,40,10,9,20,405,100,86,35,36,42,32,26,13,8,27,O-47-171-3-19-3
KAYUNGA,BBALE COUNTY,KAYONZA,NAMIZO,KAWOLOKOTA C/U,406,89,70,34,44,45,34,18,28,14,30,373,105,53,50,31,28,25,20,10,17,34,O-47-171-3-19-4
KAYUNGA,BBALE COUNTY,KAYONZA,NAMIZO,NAMIZO B,167,47,23,11,18,18,15,6,2,6,21,178,58,36,10,12,18,10,11,5,3,15,O-47-171-3-19-5
KAYUNGA,BBALE COUNTY,KAYONZA,BALISANGA,KIRISIRU P/S,281,68,49,35,22,30,13,29,12,9,14,266,70,38,15,32,22,29,20,10,10,20,O-47-171-3-26-1
KAYUNGA,BBALE COUNTY,KAYONZA,BALISANGA,NSAMBYA T/C,342,87,62,35,44,29,24,23,10,5,23,353,84,45,39,39,34,31,29,9,10,33,O-47-171-3-26-2
KAYUNGA,BBALE COUNTY,KAYONZA,KAFUMBA,NYONDO P/S,266,64,56,25,28,27,18,12,13,3,20,232,59,43,21,35,19,20,7,7,6,15,O-47-171-3-27-1
KAYUNGA,BBALE COUNTY,KAYONZA,KAFUMBA,BUKOMBA PLAY GROUND,413,106,69,41,41,46,21,32,19,11,27,391,103,74,37,36,34,26,28,11,11,31,O-47-171-3-27-2
KAYUNGA,BBALE COUNTY,KAYONZA,KAFUMBA,KIZINGA T/C,283,60,51,48,35,24,19,7,11,6,22,283,73,54,24,33,24,20,22,8,6,19,O-47-171-3-27-3
KAYUNGA,BBALE COUNTY,KAYONZA,KAFUMBA,NYONDO A,258,62,52,21,29,22,23,19,8,8,14,252,59,44,20,22,18,22,21,10,11,25,O-47-171-3-27-4
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,NAKASEETA P/S,228,59,30,13,31,27,14,13,13,9,19,205,49,40,16,25,21,12,11,9,7,15,O-47-171-4-20-1
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,KYERIMA C/U P/S,388,100,64,30,25,36,33,30,17,17,36,334,101,46,27,31,24,37,27,8,10,23,O-47-171-4-20-2
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,KYERIMA UMEA [A-M],294,80,43,27,28,28,19,15,13,13,28,274,92,49,22,17,27,17,10,14,9,17,O-47-171-4-20-3
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,BALOKOLE CHURCH,435,125,67,43,51,30,41,29,13,11,25,380,112,82,32,51,26,38,13,6,5,15,O-47-171-4-20-4
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,BWERAMONDO T/C,277,65,41,19,29,20,16,32,17,12,26,227,58,42,20,14,25,10,13,8,8,29,O-47-171-4-20-5
KAYUNGA,BBALE COUNTY,KITIMBWA,KYERIMA,KYERIMA UMEA [N-Z],250,77,42,20,33,11,15,23,8,8,13,157,50,27,15,17,10,12,8,7,3,8,O-47-171-4-20-6
KAYUNGA,BBALE COUNTY,KITIMBWA,NAKIVUBO,BISAKA P/S,454,111,71,54,41,53,28,24,22,9,41,405,112,69,46,42,37,32,21,10,7,29,O-47-171-4-21-1
KAYUNGA,BBALE COUNTY,KITIMBWA,NAKIVUBO,NAKIVUBO T/C,392,96,70,29,36,33,25,37,20,10,36,411,127,78,32,25,38,31,22,13,11,34,O-47-171-4-21-2
KAYUNGA,BBALE COUNTY,KITIMBWA,NAKIVUBO,KIVOOGA T/C,237,68,40,17,17,14,19,18,12,11,21,194,49,36,20,19,20,9,8,10,9,14,O-47-171-4-21-3
KAYUNGA,BBALE COUNTY,KITIMBWA,NAKIVUBO,KABALIRA T/C,302,66,61,20,32,30,22,26,14,11,20,296,68,55,26,30,26,26,18,11,8,28,O-47-171-4-21-4
KAYUNGA,BBALE COUNTY,KITIMBWA,NAKIVUBO,NONGO NTO TRADING CENTRE,219,55,38,16,16,16,12,22,13,13,18,203,54,31,15,13,28,19,13,6,6,18,O-47-171-4-21-5
KAYUNGA,BBALE COUNTY,KITIMBWA,NAMULABA,NONGO P/S,282,85,45,17,32,24,23,10,18,7,21,281,82,58,24,24,21,28,16,7,4,17,O-47-171-4-22-1
KAYUNGA,BBALE COUNTY,KITIMBWA,NAMULABA,NAMULABA C/U P/S,201,48,29,21,21,17,16,14,10,1,24,188,47,33,12,16,22,18,11,8,5,16,O-47-171-4-22-2
KAYUNGA,BBALE COUNTY,KITIMBWA,NAMULABA,MAASA T/C,289,62,41,14,32,24,25,24,16,14,37,293,94,53,23,20,22,15,17,9,10,30,O-47-171-4-22-3
KAYUNGA,BBALE COUNTY,KITIMBWA,NAMULABA,NAMULABA UMEA P/S,222,53,33,14,33,27,18,13,9,6,16,212,74,38,17,14,19,14,9,7,3,17,O-47-171-4-22-4
KAYUNGA,BBALE COUNTY,KITIMBWA,NAMULABA,KIDANDALI,154,37,29,10,23,11,13,4,3,5,19,130,35,16,16,7,12,16,10,1,6,11,O-47-171-4-22-5
KAYUNGA,BBALE COUNTY,KITIMBWA,NKOKONJERU,BULAULA MOSQUE,375,117,67,23,38,32,24,16,17,10,31,291,77,45,22,31,26,30,16,10,12,22,O-47-171-4-23-1
KAYUNGA,BBALE COUNTY,KITIMBWA,NKOKONJERU,BUALAULA B (BORE-HOLE),121,25,16,8,11,17,9,10,5,5,15,135,45,21,11,13,9,7,10,6,1,12,O-47-171-4-23-2
KAYUNGA,BBALE COUNTY,KITIMBWA,NKOKONJERU,NKOKONJERU DISPENSARY,311,82,75,20,31,25,21,15,10,7,25,278,85,51,20,26,26,19,14,8,8,21,O-47-171-4-23-3
KAYUNGA,BBALE COUNTY,KITIMBWA,NKOKONJERU,TWEYAGALIRE R/C P/S,360,81,65,36,33,39,33,20,15,8,30,316,82,46,27,40,26,22,22,10,12,29,O-47-171-4-23-4
KAYUNGA,BBALE COUNTY,KITIMBWA,NKOKONJERU,NKOKONJERU B,214,48,28,24,27,22,18,17,7,7,16,183,59,31,14,17,16,13,12,7,3,11,O-47-171-4-23-5
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,WABUYINJA MOSQUE,220,61,47,21,20,18,20,11,8,4,10,204,53,35,27,21,16,13,11,9,6,13,O-47-171-4-24-1
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KYATO,85,21,19,4,9,7,7,3,4,2,9,83,28,17,5,9,4,4,7,2,2,5,O-47-171-4-24-2
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KITIMBWA COU P/S [A-NAJ],319,102,67,35,36,29,21,8,4,5,12,434,135,89,40,48,32,40,18,15,6,11,O-47-171-4-24-3
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KITIMBWA CATHOLIC,497,147,80,55,56,46,45,26,14,10,18,345,94,66,34,34,32,23,24,17,8,13,O-47-171-4-24-4
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KYETUME HIGH A,308,74,62,31,45,21,11,15,7,7,35,290,84,50,18,39,22,23,16,7,11,20,O-47-171-4-24-5
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KYETUME HIGH B,258,63,37,21,22,26,15,14,26,9,25,224,47,27,17,23,26,21,8,18,8,29,O-47-171-4-24-6
KAYUNGA,BBALE COUNTY,KITIMBWA,WABUYINJA,KITIMBWA COU P/S [NAK-Z],562,180,112,63,56,47,28,30,16,14,16,234,66,47,23,35,17,19,12,3,4,8,O-47-171-4-24-7
KAYUNGA,BBALE COUNTY,KITIMBWA,WABWOKO,WABWOKO HEALTH CENTRE,291,71,54,29,23,18,26,12,7,15,36,278,91,39,24,27,29,23,17,6,5,17,O-47-171-4-25-1
KAYUNGA,BBALE COUNTY,KITIMBWA,WABWOKO,WABWOKO MOSQUE,285,60,56,26,38,22,21,18,18,8,18,239,65,36,29,30,31,11,15,6,6,10,O-47-171-4-25-2
KAYUNGA,BBALE COUNTY,KITIMBWA,WABWOKO,KIRIMAMPOKYA T/C,233,50,37,17,26,22,24,16,13,9,19,196,46,34,14,22,18,13,11,9,7,22,O-47-171-4-25-3
KAYUNGA,BBALE COUNTY,KITIMBWA,WABWOKO,WABUTI T/C,244,59,30,22,25,23,26,18,13,6,22,236,50,39,17,34,22,19,11,12,8,24,O-47-171-4-25-4
KAYUNGA,BBALE COUNTY,KITIMBWA,KITATYA,MARK P/S,259,61,45,17,25,21,26,23,8,9,24,198,64,33,18,17,18,13,9,2,9,15,O-47-171-4-28-2
KAYUNGA,BBALE COUNTY,KITIMBWA,KITATYA,KITATYA C/U P/S,239,70,30,17,26,18,14,17,14,8,25,203,62,43,11,21,15,9,9,9,4,20,O-47-171-4-28-3
KAYUNGA,BBALE COUNTY,KITIMBWA,KITATYA,KITATYA R/C P/S,345,78,70,21,33,17,31,23,14,20,38,308,98,57,27,28,24,15,22,8,4,25,O-47-171-4-28-4
KAYUNGA,BBALE COUNTY,KITIMBWA,KITATYA,KITATYA 'C',167,48,28,11,14,14,16,7,11,5,13,165,43,37,12,18,10,13,6,9,2,15,O-47-171-4-28-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,SABABU T/C,316,79,41,32,32,30,27,13,26,13,23,246,73,30,28,20,19,19,13,10,12,22,O-47-179-1-1-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,KASANA T/C,352,97,59,40,37,33,29,13,15,12,17,314,85,52,30,38,33,29,10,8,12,17,O-47-179-1-1-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,BUSAANA C/U P/S,387,110,89,43,37,34,22,23,12,7,10,350,111,62,33,46,35,26,21,4,4,8,O-47-179-1-1-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,BUKOLWA T/C,458,102,83,34,56,31,37,25,26,18,46,392,97,67,22,43,33,28,31,17,18,36,O-47-179-1-1-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,BUGOBERO KAYEMBE,173,57,33,15,16,13,14,8,6,3,8,203,53,49,12,19,19,13,20,6,2,10,O-47-179-1-1-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,BUGADU TC,214,58,23,34,23,20,14,11,6,6,19,170,48,29,12,18,14,10,3,8,8,20,O-47-179-1-1-6
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KASANA,BUSAANA R/C P/S,423,110,109,39,39,32,35,20,10,12,17,326,92,74,28,38,31,20,8,15,6,14,O-47-179-1-1-7
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KIWANGULA,BUYUNGIRIZI R/C,338,79,56,22,41,18,28,23,18,13,40,299,83,55,21,29,29,24,17,14,11,16,O-47-179-1-2-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KIWANGULA,ST MARK KIWANGULA,255,68,36,25,19,22,17,24,14,9,21,181,48,35,14,17,18,14,10,5,3,17,O-47-179-1-2-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KIWANGULA,WANTEETE T/C,365,80,47,32,29,42,31,27,18,19,40,358,94,69,23,27,33,31,25,18,8,30,O-47-179-1-2-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KIWANGULA,KIWANGULA C/U P/S (B),316,80,51,32,38,29,19,15,16,9,27,293,89,58,22,31,25,16,13,15,8,16,O-47-179-1-2-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,KIWANGULA,NAKATOVU T/C,258,53,38,19,36,28,17,14,18,12,23,229,70,47,13,17,23,15,14,5,6,19,O-47-179-1-2-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,BUGADDU C/U P/S,338,71,57,28,37,35,29,28,8,14,31,294,80,41,22,18,28,33,18,16,15,23,O-47-179-1-3-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,LUSENKE T/C,312,85,62,35,27,21,22,22,15,7,16,294,82,58,26,30,27,23,15,7,8,18,O-47-179-1-3-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,KUFU T/C,215,55,38,23,25,20,16,15,8,0,15,158,44,25,13,14,20,10,7,9,6,10,O-47-179-1-3-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,KYENGERA C/U,236,50,45,15,21,25,26,15,15,5,19,181,49,32,13,19,14,14,12,9,5,14,O-47-179-1-3-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,KIBUZI R/C P/S,306,62,53,32,28,33,26,23,17,13,19,291,83,48,26,33,26,16,21,9,9,20,O-47-179-1-3-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,BAKUTTA T/C,187,45,26,13,23,17,15,9,11,10,18,144,41,25,11,13,10,11,9,6,3,15,O-47-179-1-3-6
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,LUSENKE,BUNZIBIRIDDE T/C,257,53,42,20,26,15,18,14,22,13,34,211,53,28,16,22,20,15,17,9,3,28,O-47-179-1-3-7
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NABUGANYI,NAMATOGONYA T/C,285,70,46,22,34,26,16,15,9,20,27,265,72,44,26,25,29,13,20,8,8,20,O-47-179-1-4-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NABUGANYI,BUMALI T/C,268,66,49,29,37,12,19,14,6,10,26,224,58,47,14,27,14,21,10,12,6,15,O-47-179-1-4-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NABUGANYI,MUTUKULA T/C,224,51,36,28,25,22,14,11,15,6,16,185,41,29,16,33,17,12,7,10,4,16,O-47-179-1-4-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NABUGANYI,NABUGANYI C/U,339,99,64,36,36,24,20,22,14,4,20,298,84,59,24,40,30,17,11,9,7,17,O-47-179-1-4-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,KYENGERA C/U P/S,354,93,47,21,40,41,28,23,17,12,32,306,91,47,19,29,27,18,23,17,15,20,O-47-179-1-5-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,KITALA T/C,301,83,37,32,31,25,28,24,16,6,19,236,71,42,20,20,19,18,12,13,10,11,O-47-179-1-5-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,NANGABO C/U P/S,164,44,19,15,21,14,16,10,8,3,14,157,49,25,12,16,11,5,12,11,5,11,O-47-179-1-5-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,KAYONJO T/C,299,77,44,27,28,28,25,20,19,7,24,242,56,36,18,30,32,19,12,9,8,22,O-47-179-1-5-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,KYAYAAYE R/C,296,76,41,26,27,23,25,27,12,6,33,318,108,47,29,24,19,21,21,14,6,29,O-47-179-1-5-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUKUMA,KASOTA,229,58,39,11,25,15,17,17,18,5,24,173,44,35,24,10,15,10,13,1,3,18,O-47-179-1-5-6
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,KAUKU T/C [A-M],322,94,55,30,33,27,18,12,26,4,23,308,81,57,32,35,31,26,18,11,4,13,O-47-179-1-6-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,WAMPOLOGOMA T.C.,383,83,63,35,45,40,35,19,18,9,36,329,86,47,23,34,31,34,27,15,10,22,O-47-179-1-6-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,NAMIREMBE T/C,373,91,55,37,26,46,31,25,21,8,33,344,95,59,21,52,34,27,16,13,7,20,O-47-179-1-6-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,NAMIREMBE C/U P/S,348,80,52,32,31,47,20,23,26,11,26,311,82,55,28,26,28,25,12,21,12,22,O-47-179-1-6-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,WAMPLOGOMA T/C B,199,57,36,14,24,16,13,7,8,8,16,167,59,30,11,11,14,8,12,6,1,15,O-47-179-1-6-5
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMIREMBE,KAUKU T/C [N-Z],259,56,54,27,33,22,26,15,8,4,14,168,42,31,14,23,16,13,12,4,4,9,O-47-179-1-6-6
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMPANYI,KIREKU T/C,245,70,34,14,31,28,18,10,7,12,21,263,86,35,14,27,26,31,16,6,5,17,O-47-179-1-7-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMPANYI,NAKAKANDWA P/S,251,57,32,25,29,27,22,14,14,3,28,241,61,43,18,30,16,17,16,14,8,18,O-47-179-1-7-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMPANYI,NAMPANYI T/C,402,104,57,33,46,48,22,25,13,11,43,397,125,56,34,48,35,21,20,15,7,36,O-47-179-1-7-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMPANYI,BUKUNGULU MUSLIM P/S,223,62,26,11,23,20,23,18,10,9,21,212,64,31,16,19,22,19,6,11,5,19,O-47-179-1-7-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUSAALA,NAMUTYA T/C,239,57,40,23,24,27,14,18,10,5,21,204,54,31,21,21,22,16,9,7,6,17,O-47-179-1-8-1
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUSAALA,NAMUSAALA C/U P/S,333,77,63,40,41,23,22,17,14,9,27,324,101,59,32,26,32,26,10,17,5,16,O-47-179-1-8-2
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUSAALA,LUSENKE,224,55,30,18,32,19,18,17,3,3,29,195,42,40,11,21,17,21,23,6,1,13,O-47-179-1-8-3
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUSAALA,BISAKA T/C,238,59,41,22,20,21,19,20,7,9,20,227,60,46,19,20,22,15,11,15,2,17,O-47-179-1-8-4
KAYUNGA,NTENJERU COUNTY NORTH,BUSAANA,NAMUSAALA,MASEMBE CENTRE,353,82,62,22,40,24,28,29,21,10,35,343,100,58,27,35,23,28,14,17,16,25,O-47-179-1-8-5
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,SSEZIBWA P/S,319,63,64,26,35,23,18,24,12,15,39,278,73,46,25,22,24,26,22,13,10,17,O-47-179-2-10-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,KYAMPISI CENTRAL [A-M],92,29,14,12,8,5,9,6,2,1,6,262,77,46,24,20,22,21,17,13,6,16,O-47-179-2-10-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,BWETYABA P/S - GAAZA,392,103,53,41,27,27,39,23,24,19,36,319,77,62,25,37,20,24,18,15,12,29,O-47-179-2-10-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,NAWANDAGALA P/S,209,47,23,15,12,27,14,16,9,16,30,184,56,32,16,15,14,12,4,10,5,20,O-47-179-2-10-5
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,NDEEBA NURSARY,282,68,54,28,23,23,18,15,14,8,31,236,75,41,21,16,21,13,14,11,3,21,O-47-179-2-10-6
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,KYAMPISI CENTRAL [N-Z],445,118,94,47,45,30,33,24,21,16,17,161,49,34,15,17,13,6,5,5,2,15,O-47-179-2-10-7
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKOLOTO,BWETYABA ST. GABRIEL NURSARY SCH.,308,75,54,39,32,22,23,18,12,5,28,259,72,50,23,28,20,24,7,11,5,19,O-47-179-2-10-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKUJU,BUKUJJU UMEA,236,65,31,32,21,14,23,13,6,10,21,238,70,45,24,21,23,12,10,5,6,22,O-47-179-2-11-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKUJU,KYAMIMBI CATHOLIC CHURCH,235,54,27,19,26,16,28,8,14,11,32,210,59,34,11,23,10,19,20,9,10,15,O-47-179-2-11-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKUJU,NALWEWETA T/C,183,48,28,16,19,14,15,6,11,7,19,142,39,20,13,10,17,10,10,5,6,12,O-47-179-2-11-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUKUJU,BUSOLO T/C,288,79,48,22,28,23,26,22,10,9,21,261,77,54,19,20,18,18,15,22,6,12,O-47-179-2-11-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUSAALE,BUSAALE DISPENSARY [A-M],298,70,42,20,30,32,27,17,17,8,35,303,84,54,21,27,25,19,18,20,10,25,O-47-179-2-12-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUSAALE,KYEBANJA STORE,253,65,39,19,23,15,28,17,8,11,28,215,55,40,17,15,18,21,13,7,6,23,O-47-179-2-12-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUSAALE,KATIKAMU GROUND,151,35,22,9,18,11,12,10,10,3,21,151,46,27,7,8,13,15,12,7,8,8,O-47-179-2-12-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUSAALE,BUSAALE DISPENSARY [N-Z],132,33,28,9,14,7,5,9,7,6,14,61,16,11,12,4,5,5,1,1,1,5,O-47-179-2-12-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,BUWUNGIRO C/U P/S,162,34,23,19,21,10,17,6,10,6,16,157,36,24,15,24,16,14,5,3,3,17,O-47-179-2-13-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,KYANYA C/U P/S,195,47,37,15,14,15,18,15,4,9,21,172,41,30,17,15,19,18,10,6,5,11,O-47-179-2-13-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,BUYOBE HEALTH CENTRE,289,79,49,25,15,18,22,28,19,13,21,252,73,46,17,25,16,15,12,9,13,26,O-47-179-2-13-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,KANJUKI C.O.U. PRI. SCHOOL,441,129,84,27,52,45,15,27,20,12,30,410,125,94,37,43,18,31,20,15,11,16,O-47-179-2-13-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,KOKOTERO GROUND,143,30,17,12,14,11,12,14,6,8,19,122,28,24,10,11,7,10,9,7,5,11,O-47-179-2-13-5
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,KAUKU GROUND,138,24,23,7,13,13,15,11,6,7,19,108,24,11,7,9,14,17,7,13,3,3,O-47-179-2-13-6
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,BUYOBE,BULYANKUYEGE,154,45,13,11,9,17,14,17,5,7,16,113,33,23,5,9,9,7,8,6,1,12,O-47-179-2-13-7
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NAKASEETA,NAKASEETA PENTECOSTAL CHURCH,296,81,55,22,31,15,21,16,8,12,35,282,90,49,26,17,17,21,13,15,6,28,O-47-179-2-14-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NAKASEETA,NAKAZIBA MOSQUE,230,71,39,14,21,19,16,15,7,9,19,196,51,37,18,14,13,20,19,4,4,16,O-47-179-2-14-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NAKASEETA,KISOMBWA PRI. SCH.,195,47,26,11,27,17,12,17,10,14,14,157,49,23,13,16,10,9,13,3,4,17,O-47-179-2-14-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NAKASEETA,KIRYAMULI CHURCH,147,23,30,13,8,9,12,12,17,4,19,114,31,17,9,14,7,7,4,7,5,13,O-47-179-2-14-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NAKASEETA,WANKYAYIRAKI CHURCH,127,26,21,8,18,15,9,7,6,6,11,151,53,27,11,16,10,12,9,7,3,3,O-47-179-2-14-5
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,BUNYUMYA CHURCH,268,64,46,25,23,17,29,19,18,8,19,245,63,42,24,16,28,13,18,11,9,21,O-47-179-2-15-1
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,SSUKA GREEN VALLEY S.S [A-M],170,33,38,17,23,14,11,11,6,4,13,420,127,82,48,44,41,24,17,10,14,13,O-47-179-2-15-2
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,NSOTOKA MUSLIM,283,75,50,24,23,24,26,15,12,8,26,245,74,31,24,27,26,18,13,6,7,19,O-47-179-2-15-3
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,NAMULANDA C/U,312,65,50,21,26,33,33,15,21,14,34,282,66,54,24,23,23,29,20,18,5,20,O-47-179-2-15-4
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,MATABA ISLAMIC,342,82,42,21,33,32,23,31,20,18,40,250,51,39,16,29,34,16,23,11,6,25,O-47-179-2-15-5
KAYUNGA,NTENJERU COUNTY NORTH,KAYUNGA,NSOTOKA,MATABA GROUND,204,43,33,10,24,12,18,20,11,11,22,124,35,28,3,8,8,7,13,10,3,9,O-47-179-2-15-6
